MeterPoint Code,Serial Number,Plant Code,Date/Time,Data Type,Energy,Maximum Demand,Time of Max Demand,Units,Status,Period,DLS Active,Billing Reset Count,Billing Reset Date/Time,Rate
214667141,214667141,ED071500133,01/09/2015 04:00:12,Export Wh Total,0.150000,0.012000,30/12/1899 00:00:00,kwh,.....R....,Total,False,2,01/09/2015 00:00:00,Unified
214667141,214667141,ED071500133,01/09/2015 04:00:12,Export Wh Total,0.150000,0.012000,30/12/1899 00:00:00,kwh,.....R....,Total,False,2,01/09/2015 00:00:00,Rate 1
214667141,214667141,ED071500133,01/09/2015 00:00:00,Export Wh Total,0.146000,0.008000,30/12/1899 00:00:00,kwh,.....R....,Billing Total,False,2,01/09/2015 00:00:00,Unified
214667141,214667141,ED071500133,01/09/2015 00:00:00,Export Wh Total,0.146000,0.008000,30/12/1899 00:00:00,kwh,.....R....,Billing Total,False,2,01/09/2015 00:00:00,Rate 1
214667141,214667141,ED071500133,01/09/2015 04:00:13,Export Wh Total,0.004000,0.004000,01/09/2015 00:30:00,kwh,.....R....,Current,False,2,01/09/2015 00:00:00,Unified
214667141,214667141,ED071500133,01/09/2015 04:00:13,Export Wh Total,0.004000,0.004000,01/09/2015 00:30:00,kwh,.....R....,Current,False,2,01/09/2015 00:00:00,Rate 1
214667141,214667141,ED071500133,01/09/2015 00:00:00,Export Wh Total,0.146000,0.008000,27/08/2015 17:30:00,kwh,.....R....,Previous,False,2,01/09/2015 00:00:00,Unified
214667141,214667141,ED071500133,01/09/2015 00:00:00,Export Wh Total,0.146000,0.008000,27/08/2015 17:30:00,kwh,.....R....,Previous,False,2,01/09/2015 00:00:00,Rate 1
